fen,action,score,result
4bb2/8/3w1b2/2bbw3/8/3w4/8/6w1 b,"(3, 5)",0
4bb2/8/3wbb2/2bbw3/2w5/3w4/8/6w1 w,"(5, 3)",0
4bb2/8/3wbb2/2bbw3/2w5/3w4/8/6w1 b,"(4, 5)",0
4bb2/8/3wbb2/2bbw3/2ww1b2/3w4/8/6w1 w,"(6, 5)",0
4bb2/8/3wbb2/2bbw3/2ww1b2/3w4/8/6w1 b,"(5, 5)",-50
4bb2/8/3wbb2/2bbwb2/2wwwb2/3w4/8/6w1 w,"(6, 4)",50
4bb2/8/3wbb2/2bbwb2/2wwwb2/3w4/8/6w1 b,"(2, 5)",-100,-1
8/w3w3/3bb3/8/8/8/8/6b1 b,"(4, 5)",0
8/w3w3/3bb3/4b3/3w4/8/8/6b1 w,"(5, 4)",0
8/w3w3/3bb3/4b3/3w4/8/8/6b1 b,"(4, 4)",0
8/w3w3/3bb3/3wb3/3wb3/8/8/6b1 w,"(5, 5)",50
8/w3w3/3bb3/3wb3/3wb3/8/8/6b1 b,"(6, 4)",50
8/w3w3/3bb3/3wbw2/3wb3/4b3/8/6b1 w,"(5, 6)",100,1
2b1w3/2wb2b1/2b5/5w2/3bw3/8/5w2/b5wb w,"(4, 5)",1
2b1w3/2wb2b1/2b5/5w2/3bw3/8/5w2/b5wb b,"(5, 4)",1
2b1w3/2wb2b1/2b5/3bww2/3bw3/8/5w2/b5wb w,"(4, 4)",50
2b1w3/2wb2b1/2b5/3bww2/3bw3/8/5w2/b5wb b,"(4, 3)",-50
1bb1w3/2wb2b1/2bw4/3bww2/3bw3/8/5w2/b5wb w,"(2, 1)",-50
1bb1w3/2wb2b1/2bw4/3bww2/3bw3/8/5w2/b5wb b,"(6, 5)",-100,-1
8/8/6b1/8/4b2w/3b2bw/8/2w5 w,"(5, 5)",50
8/8/6b1/8/4b2w/3b2bw/8/2w5 b,"(6, 4)",0
8/8/6b1/3b1w2/4b2w/3b2bw/8/2w5 w,"(4, 4)",0
8/8/6b1/3b1w2/4b2w/3b2bw/8/2w5 b,"(5, 4)",0
8/8/6b1/3bww2/3bb2w/3b2bw/8/2w5 w,"(4, 5)",50
8/8/6b1/3bww2/3bb2w/3b2bw/8/2w5 b,"(4, 3)",50
8/8/3w2b1/3bww2/3bb2w/3b2bw/3b4/2w5 w,"(4, 7)",100,1
1b2b1b1/bb4wb/2bww3/3b4/1w2bw1b/5wb1/3ww1w1/1w6 w,"(2, 2)",100,1
1w3w2/b3wwbw/1w2w3/2bbb1bw/4wbb1/bb6/2ww3b/1bwbb1w1 w,"(5, 4)",50
1w3w2/b3wwbw/1w2w3/2bbb1bw/4wbb1/bb6/2ww3b/1bwbb1w1 b,"(2, 4)",-50
1w3w2/bb2wwbw/1w2w3/1wbbb1bw/4wbb1/bb6/2ww3b/1bwbb1w1 w,"(2, 2)",50
1w3w2/bb2wwbw/1w2w3/1wbbb1bw/4wbb1/bb6/2ww3b/1bwbb1w1 b,"(6, 4)",-50
1w3w2/bb2wwbw/1w2w3/1wbbbwbw/4wbb1/bb1b4/2ww3b/1bwbb1w1 w,"(4, 6)",50
1w3w2/bb2wwbw/1w2w3/1wbbbwbw/4wbb1/bb1b4/2ww3b/1bwbb1w1 b,"(3, 6)",-50
1w3w2/bb2wwbw/1w2w3/1wbbbwbw/2b1wbb1/bbwb4/2ww3b/1bwbb1w1 w,"(3, 5)",50
1w3w2/bb2wwbw/1w2w3/1wbbbwbw/2b1wbb1/bbwb4/2ww3b/1bwbb1w1 b,"(1, 7)",-50
1w3w2/bb2wwbw/1w2w3/1wbbbwbw/2b1wbb1/bbwb4/wbww3b/1bwbb1w1 w,"(2, 7)",50
1w3w2/bb2wwbw/1w2w3/1wbbbwbw/2b1wbb1/bbwb4/wbww3b/1bwbb1w1 b,"(2, 5)",-50
1w3w2/bb2wwbw/1w2w3/bwbbbwbw/1wb1wbb1/bbwb4/wbww3b/1bwbb1w1 w,"(1, 4)",50
1w3w2/bb2wwbw/1w2w3/bwbbbwbw/1wb1wbb1/bbwb4/wbww3b/1bwbb1w1 b,"(6, 3)",-100,-1
5w1w/1w2b2w/3w3b/b1w1b1b1/ww1b4/b2w3w/3bw1bb/3bb3 w,"(1, 6)",0
5w1w/1w2b2w/3w3b/b1w1b1b1/ww1b4/b2w3w/3bw1bb/3bb3 b,"(5, 5)",0
5w1w/1w2b2w/3w3b/b1wbb1b1/ww1bw3/b2w3w/3bw1bb/3bb3 w,"(4, 4)",50
5w1w/1w2b2w/3w3b/b1wbb1b1/ww1bw3/b2w3w/3bw1bb/3bb3 b,"(6, 4)",-50
5w1w/1w2b2w/3w3b/b1wbbwb1/ww1bw3/b2w3w/2bbw1bb/3bb3 w,"(3, 7)",-50
5w1w/1w2b2w/3w3b/b1wbbwb1/ww1bw3/b2w3w/2bbw1bb/3bb3 b,"(7, 3)",-100,-1
b1w2b2/b3wb2/2ww2b1/7b/8/6b1/bb4ww/1ww5 b,"(5, 1)",0
b1w1wb2/b3wb2/2ww2b1/7b/3b4/6b1/bb4ww/1ww5 w,"(4, 5)",0
b1w1wb2/b3wb2/2ww2b1/7b/3b4/6b1/bb4ww/1ww5 b,"(3, 5)",0
b1w1wb2/b3wb2/2ww2b1/2b4b/2wb4/6b1/bb4ww/1ww5 w,"(3, 4)",50
b1w1wb2/b3wb2/2ww2b1/2b4b/2wb4/6b1/bb4ww/1ww5 b,"(2, 3)",-50
b1w1wb2/b3wb2/bwww2b1/2b4b/2wb4/6b1/bb4ww/1ww5 w,"(1, 3)",50
b1w1wb2/b3wb2/bwww2b1/2b4b/2wb4/6b1/bb4ww/1ww5 b,"(1, 4)",-50
b1w1wb2/b3wb2/bwww2b1/w1b4b/2wbb3/6b1/bb4ww/1ww5 w,"(5, 5)",-50
b1w1wb2/b3wb2/bwww2b1/w1b4b/2wbb3/6b1/bb4ww/1ww5 b,"(5, 3)",-100,-1
ww1w4/w2b1b1w/2b3w1/bb2b1b1/w1w1b2b/1w6/bw1wbbbw/b1bw3w b,"(3, 1)",-100,-1
1w2b3/1wbbb1w1/2www2b/1bbb1b2/b1w2bw1/b2ww1w1/1b3bw1/bw2bw1w b,"(1, 4)",-50
1w2b3/1wbbb1w1/2www2b/wbbb1b2/b1w2bw1/b2ww1w1/bb3bw1/bw2bw1w w,"(1, 7)",100,1
3b3b/5b2/7w/b1w5/7b/8/5ww1/8 b,"(5, 5)",0
3b3b/5b2/7w/b1w5/2b1w2b/8/5ww1/8 w,"(3, 5)",0
3b3b/5b2/7w/b1w5/2b1w2b/8/5ww1/8 b,"(4, 4)",-50
3b3b/5b2/7w/b1ww4/2b1w2b/3b4/5ww1/8 w,"(4, 6)",-50
3b3b/5b2/7w/b1ww4/2b1w2b/3b4/5ww1/8 b,"(6, 6)",-100,-1
bwww1b1b/wbbw2w1/1w1b1bw1/1w1b3w/1b2w2b/bww2bb1/3w2w1/bb3b2 w,"(2, 2)",50
bwww1b1b/wbbw2w1/1w1b1bw1/1w1b3w/1b2w2b/bww2bb1/3w2w1/bb3b2 b,"(3, 3)",-50
bwww1b1b/wbbw2w1/1wwb1bw1/1w1b3w/bb2w2b/bww2bb1/3w2w1/bb3b2 w,"(1, 5)",50
bwww1b1b/wbbw2w1/1wwb1bw1/1w1b3w/bb2w2b/bww2bb1/3w2w1/bb3b2 b,"(1, 7)",-50
bwww1b1b/wbbw2w1/1wwb1bw1/1wbb3w/bb2w2b/bww2bb1/w2w2w1/bb3b2 w,"(3, 4)",100,1
4b1bb/1w1w4/3bw3/5w2/w4w2/b3b1b1/w2w2b1/1b6 b,"(3, 1)",-100,-1
3b1bb1/2w5/8/1w2b3/8/8/7w/8 b,"(4, 4)",50
3bbbb1/2w5/8/1w1wb3/8/8/7w/8 w,"(5, 1)",100,1
1bb1wbb1/1bbw4/3wb1bw/2w2w1w/2w5/2b1ww2/bbbw4/8 b,"(4, 4)",-50
1bbbwbb1/1bbw4/3wb1bw/2ww1w1w/2w5/2b1ww2/bbbw4/8 w,"(4, 1)",50
1bbbwbb1/1bbw4/3wb1bw/2ww1w1w/2w5/2b1ww2/bbbw4/8 b,"(1, 1)",-50
wbbbwbb1/1bbw4/3wb1bw/2ww1w1w/2wb4/2b1ww2/bbbw4/8 w,"(4, 5)",50
wbbbwbb1/1bbw4/3wb1bw/2ww1w1w/2wb4/2b1ww2/bbbw4/8 b,"(1, 8)",-50
wbbbwbb1/1bbw4/3wb1bw/2wwbw1w/2wb4/2b1ww2/bbbw4/w7 w,"(5, 4)",100,1
3w1bbw/w1w3b1/5wb1/3w4/b7/4b3/8/3b4 b,"(7, 4)",-50
3w1bbw/w1w3b1/5wb1/2bw2w1/b7/4b3/8/3b4 w,"(3, 4)",-50
3w1bbw/w1w3b1/5wb1/2bw2w1/b7/4b3/8/3b4 b,"(5, 2)",-100,-1
ww1w3w/1ww5/2b1b3/1w1b1w1b/w2bbwb1/6b1/8/b2b3b b,"(2, 3)",-100,-1
2w2b2/b2bbw2/bw1w4/1b5w/ww3b1w/b2wwbw1/b2bb2w/b3bwwb w,"(6, 6)",-50
2w2b2/b2bbw2/bw1w4/1b5w/ww3b1w/b2wwbw1/b2bb2w/b3bwwb b,"(8, 6)",-100,-1
b1w2w2/1bbbb3/4w3/1ww5/8/5w2/1b4b1/w6b w,"(4, 2)",100,1
1b6/2w5/wb6/8/1b1b4/8/2b5/w2w4 b,"(3, 4)",0
1b6/2w5/wb6/2w5/1bbb4/8/2b5/w2w4 w,"(3, 5)",50
1b6/2w5/wb6/2w5/1bbb4/8/2b5/w2w4 b,"(1, 5)",50
1b6/2w5/wb6/2w5/wbbbb3/8/2b5/w2w4 w,"(5, 5)",100,1
wbb3w1/w1b1b3/2b1b3/2b1w1b1/4b3/w1bw2b1/8/www4w w,"(3, 4)",100,1
w3b3/wb1b2bb/2bw1wb1/4w3/6ww/w1w1w1b1/b1b4w/4bb2 b,"(2, 4)",-50
w3b3/wb1b2bb/2bw1wb1/1wb1w3/6ww/w1w1w1b1/b1b4w/4bb2 w,"(3, 4)",-50
w3b3/wb1b2bb/2bw1wb1/1wb1w3/6ww/w1w1w1b1/b1b4w/4bb2 b,"(4, 5)",-100,-1
b1ww2b1/wbbwb1bb/b2b3w/wbww1b2/w7/2bbwb1w/w2w4/2w2bwb w,"(1, 3)",50
b1ww2b1/wbbwb1bb/b2b3w/wbww1b2/w7/2bbwb1w/w2w4/2w2bwb b,"(1, 6)",-100,-1
8/8/8/8/8/8/8/5b2 b,"(3, 4)",0
8/8/8/2wb4/8/8/8/5b2 w,"(4, 4)",0
8/8/8/2wb4/8/8/8/5b2 b,"(3, 5)",0
8/8/8/2wb4/2w1b3/8/8/5b2 w,"(5, 5)",0
8/8/8/2wb4/2w1b3/8/8/5b2 b,"(4, 5)",0
8/8/8/2wb4/2wwb3/4b3/8/5b2 w,"(5, 6)",0
8/8/8/2wb4/2wwb3/4b3/8/5b2 b,"(4, 3)",0
8/8/3w4/2wbb3/2wwb3/4b3/8/5b2 w,"(5, 4)",50
8/8/3w4/2wbb3/2wwb3/4b3/8/5b2 b,"(5, 3)",50
8/8/3ww3/2wbb3/2wwb3/4b3/4b3/5b2 w,"(5, 7)",100,1
1b2b3/3b4/8/3w4/4b2w/4w3/8/8 w,"(5, 5)",0
1b2b3/3b4/8/3w4/4b2w/4w3/8/8 b,"(3, 4)",0
1b2b3/3b4/8/2ww4/3bb2w/4w3/8/8 w,"(4, 5)",0
1b2b3/3b4/8/2ww4/3bb2w/4w3/8/8 b,"(5, 4)",-50
1b2b3/3b4/8/1bwww3/3bb2w/4w3/8/8 w,"(2, 4)",50
1b2b3/3b4/8/1bwww3/3bb2w/4w3/8/8 b,"(3, 3)",-50
1b2b3/3b4/2w5/1bwww3/3bb2w/3bw3/8/8 w,"(4, 6)",-50
1b2b3/3b4/2w5/1bwww3/3bb2w/3bw3/8/8 b,"(6, 4)",-100,-1
w1wb4/b1w4b/bbbb4/1w1ww1b1/8/8/2w1bw2/3w3b w,"(3, 3)",100,1
1b2b1w1/8/2bb4/2w5/1b2www1/7w/bbb2w2/8 b,"(4, 5)",-100,-1
2bb1w1b/2bbww1b/3bw1bb/2wb4/wb1w2bw/4bwww/b2bww2/1wb3w1 w,"(4, 2)",100,1
8/8/8/8/2bb4/8/6w1/8 w,"(3, 5)",0
8/8/8/8/2bb4/8/6w1/8 b,"(4, 3)",0
8/8/3w4/3b4/2bb4/8/6w1/8 w,"(4, 4)",0
8/8/3w4/3b4/2bb4/8/6w1/8 b,"(5, 4)",0
8/8/3w4/3bw3/2bbb3/8/6w1/8 w,"(5, 5)",50
8/8/3w4/3bw3/2bbb3/8/6w1/8 b,"(2, 5)",50
8/8/3w4/3bw3/1wbbbb2/8/6w1/8 w,"(6, 5)",100,1
6b1/2b5/6b1/1w4bb/4w3/8/1w5w/8 b,"(4, 5)",50
6b1/2b3b1/6b1/1w4bb/3ww3/8/1w5w/8 w,"(7, 2)",100,1
1b6/8/8/8/3bb2w/3w4/8/8 w,"(4, 5)",0
1b6/8/8/8/3bb2w/3w4/8/8 b,"(3, 4)",0
1b6/8/8/2w1b3/3bb2w/3w4/8/8 w,"(5, 4)",0
1b6/8/8/2w1b3/3bb2w/3w4/8/8 b,"(3, 5)",0
1b6/8/8/2w1b3/2wbb2w/3wb3/8/8 w,"(5, 6)",50
1b6/8/8/2w1b3/2wbb2w/3wb3/8/8 b,"(5, 3)",50
1b6/8/4w3/2w1b3/2wbb2w/3wb3/4b3/8 w,"(5, 7)",100,1
3bbw1b/8/w5b1/w3wwbb/4ww2/bw4b1/5w2/1b1wbb2 b,"(6, 2)",-50
3bbw1b/5w2/w4bb1/w3wwbb/4ww2/bw4b1/5w2/1b1wbb2 w,"(6, 3)",50
3bbw1b/5w2/w4bb1/w3wwbb/4ww2/bw4b1/5w2/1b1wbb2 b,"(5, 2)",-50
3bbw1b/4ww2/w3bbb1/w3wwbb/4ww2/bw4b1/5w2/1b1wbb2 w,"(5, 3)",50
3bbw1b/4ww2/w3bbb1/w3wwbb/4ww2/bw4b1/5w2/1b1wbb2 b,"(4, 3)",-50
3bbw1b/2b1ww2/w2wbbb1/w3wwbb/4ww2/bw4b1/5w2/1b1wbb2 w,"(3, 2)",50
3bbw1b/2b1ww2/w2wbbb1/w3wwbb/4ww2/bw4b1/5w2/1b1wbb2 b,"(3, 4)",-100,-1
4b1b1/w5b1/8/8/2w1b3/w7/b2w4/w1b5 b,"(4, 4)",0
4b1b1/w5b1/8/2bw4/2w1b3/w7/b2w4/w1b5 w,"(3, 4)",0
4b1b1/w5b1/8/2bw4/2w1b3/w7/b2w4/w1b5 b,"(4, 5)",-50
4b1b1/w5b1/8/2bw4/2wwb3/w3b3/b2w4/w1b5 w,"(5, 6)",-50
4b1b1/w5b1/8/2bw4/2wwb3/w3b3/b2w4/w1b5 b,"(4, 6)",-100,-1
b7/1bb2b1b/wwb5/1b6/8/2w2w1b/2ww4/wb3w2 b,"(4, 4)",0
b7/1bb2b1b/wwb5/1b1w4/4b3/2w2w1b/2ww4/wb3w2 w,"(5, 5)",0
b7/1bb2b1b/wwb5/1b1w4/4b3/2w2w1b/2ww4/wb3w2 b,"(4, 5)",-50
b7/1bb2b1b/wwb5/1b1w4/3wb3/2w2w1b/1bww4/wb3w2 w,"(2, 7)",-50
b7/1bb2b1b/wwb5/1b1w4/3wb3/2w2w1b/1bww4/wb3w2 b,"(4, 6)",-100,-1
8/1w5w/8/2b4b/2w5/2w1b3/b7/2b5 w,"(3, 4)",0
8/1w5w/8/2b4b/2w5/2w1b3/b7/2b5 b,"(5, 4)",0
8/1w5w/8/2b1w2b/2w1b3/2w1b3/b7/2b5 w,"(5, 5)",0
8/1w5w/8/2b1w2b/2w1b3/2w1b3/b7/2b5 b,"(4, 5)",-50
8/1w5w/8/2b1w2b/2wwb3/2w1b3/bb6/2b5 w,"(2, 7)",-50
8/1w5w/8/2b1w2b/2wwb3/2w1b3/bb6/2b5 b,"(6, 3)",-100,-1
8/1w6/7w/8/1b6/8/7b/1b6 b,"(4, 5)",0
8/1w6/7w/2b5/1b1w4/8/7b/1b6 w,"(3, 4)",0
8/1w6/7w/2b5/1b1w4/8/7b/1b6 b,"(4, 3)",0
8/1w6/3w3w/2b5/1b1w4/3b4/7b/1b6 w,"(4, 6)",0
8/1w6/3w3w/2b5/1b1w4/3b4/7b/1b6 b,"(4, 4)",-50
8/1w1b4/3w3w/2bw4/1b1w4/3b4/7b/1b6 w,"(4, 2)",0
8/1w1b4/3w3w/2bw4/1b1w4/3b4/7b/1b6 b,"(5, 5)",-50
8/1w1b4/2bw3w/2bw4/1b1ww3/3b4/7b/1b6 w,"(3, 3)",0
8/1w1b4/2bw3w/2bw4/1b1ww3/3b4/7b/1b6 b,"(5, 4)",0
8/1w1b4/2bw3w/2bww3/1bbww3/3b4/7b/1b6 w,"(3, 5)",50
8/1w1b4/2bw3w/2bww3/1bbww3/3b4/7b/1b6 b,"(3, 2)",-50
1b6/1wwb4/2bw3w/2bww3/1bbww3/3b4/7b/1b6 w,"(2, 1)",50
1b6/1wwb4/2bw3w/2bww3/1bbww3/3b4/7b/1b6 b,"(3, 6)",-50
1b6/1wwb4/2bw3w/2bww3/1bbww3/2wb4/1b5b/1b6 w,"(2, 7)",50
1b6/1wwb4/2bw3w/2bww3/1bbww3/2wb4/1b5b/1b6 b,"(2, 6)",-50
1b6/1wwb4/2bw1b1w/2bww3/1bbww3/1wwb4/1b5b/1b6 w,"(6, 3)",-50
1b6/1wwb4/2bw1b1w/2bww3/1bbww3/1wwb4/1b5b/1b6 b,"(6, 5)",-100,-1
1wbwb1b1/2b4w/w2ww1w1/1wb1wwbw/8/2b2b1b/b1b2www/1bb1b1b1 b,"(3, 3)",-50
1wbwb1b1/2b4w/wbwww1w1/1wb1wwbw/8/2b2b1b/b1b2www/1bb1b1b1 w,"(2, 3)",50
1wbwb1b1/2b4w/wbwww1w1/1wb1wwbw/8/2b2b1b/b1b2www/1bb1b1b1 b,"(3, 5)",-50
1wbwb1b1/2b4w/wbwww1w1/1wb1wwbw/2w5/2bb1b1b/b1b2www/1bb1b1b1 w,"(4, 6)",50
1wbwb1b1/2b4w/wbwww1w1/1wb1wwbw/2w5/2bb1b1b/b1b2www/1bb1b1b1 b,"(4, 8)",-50
1wbwb1b1/2b4w/wbwww1w1/1wb1wwbw/2w1b3/2bb1b1b/b1b2www/1bbwb1b1 w,"(5, 5)",100,1
4bww1/8/bw1b1b2/3b2b1/b6w/w5w1/1wbb3b/2w4w w,"(4, 4)",0
4bww1/8/bw1b1b2/3b2b1/b6w/w5w1/1wbb3b/2w4w b,"(4, 5)",0
4bww1/8/bw1b1b2/3bb1b1/b2w3w/w5w1/1wbb3b/2w4w w,"(5, 4)",50
4bww1/8/bw1b1b2/3bb1b1/b2w3w/w5w1/1wbb3b/2w4w b,"(4, 6)",50
4bww1/8/bw1b1b2/3bbbb1/b2w3w/w2w2w1/1wbb3b/2w4w w,"(6, 4)",100,1
8/1bb5/6b1/2b2w2/8/6w1/2w5/3w1b2 b,"(4, 4)",0
8/1bb5/3b2b1/2bw1w2/8/6w1/2w5/3w1b2 w,"(4, 3)",0
8/1bb5/3b2b1/2bw1w2/8/6w1/2w5/3w1b2 b,"(4, 5)",0
8/1bb5/3b2b1/2bwbw2/3w4/6w1/2w5/3w1b2 w,"(5, 4)",50
8/1bb5/3b2b1/2bwbw2/3w4/6w1/2w5/3w1b2 b,"(2, 1)",50
1w6/1bb5/3b2b1/2bwbw2/3w1b2/6w1/2w5/3w1b2 w,"(6, 5)",100,1
8/8/8/8/8/8/8/b7 b,"(5, 4)",0
8/8/8/4w3/2b5/8/8/b7 w,"(3, 5)",0
8/8/8/4w3/2b5/8/8/b7 b,"(5, 5)",0
8/8/8/2b1w3/2b1w3/8/8/b7 w,"(3, 4)",0
8/8/8/2b1w3/2b1w3/8/8/b7 b,"(4, 4)",0
8/8/4b3/2bww3/2b1w3/8/8/b7 w,"(5, 3)",0
8/8/4b3/2bww3/2b1w3/8/8/b7 b,"(4, 6)",0
8/8/4b3/2bwwb2/2b1w3/3w4/8/b7 w,"(6, 4)",0
8/8/4b3/2bwwb2/2b1w3/3w4/8/b7 b,"(4, 5)",-50
8/8/3bb3/2bwwb2/2bww3/3w4/8/b7 w,"(4, 3)",-50
8/8/3bb3/2bwwb2/2bww3/3w4/8/b7 b,"(4, 7)",-100,-1
1wb3b1/2b2b2/7w/3b1ww1/2b5/2b2w1b/4w1w1/8 b,"(5, 5)",-50
1wb3b1/2b2b2/4b2w/3b1ww1/2b1w3/2b2w1b/4w1w1/8 w,"(5, 3)",100,1
5w2/1bw1wwb1/1b2b3/3b3w/3bww2/6w1/b1b5/1bw4b w,"(4, 4)",-50
5w2/1bw1wwb1/1b2b3/3b3w/3bww2/6w1/b1b5/1bw4b b,"(4, 2)",-100,-1
1w3b1w/8/3b4/3b4/7b/3w4/4w2b/8 w,"(4, 4)",0
1w3b1w/8/3b4/3b4/7b/3w4/4w2b/8 b,"(5, 5)",0
1w3b1w/8/3b4/3b4/3bw2b/3w4/4w2b/8 w,"(4, 5)",50
1w3b1w/8/3b4/3b4/3bw2b/3w4/4w2b/8 b,"(3, 4)",50
1w3b1w/3b4/3b4/2wb4/3bw2b/3w4/4w2b/8 w,"(4, 2)",100,1
1w2www1/1b1ww3/6ww/b1bbb3/bbbww1w1/bbw5/1b3bb1/b1w1bwbw b,"(1, 3)",-50
1w2www1/1b1ww3/w5ww/b1bbb3/bbbww1w1/bbw5/bb3bb1/b1w1bwbw w,"(1, 7)",100,1
w2b1bbb/wb3b1b/b3w1w1/wb2b1bw/3w1bw1/b2ww2b/1bb1bww1/1w2ww1w w,"(1, 3)",50
w2b1bbb/wb3b1b/b3w1w1/wb2b1bw/3w1bw1/b2ww2b/1bb1bww1/1w2ww1w b,"(3, 4)",-100,-1
8/2b5/8/1ww2w2/6b1/3b1w2/8/3b2b1 b,"(4, 4)",-50
8/2b5/8/bwww1w2/6b1/3b1w2/8/3b2b1 w,"(1, 4)",-50
8/2b5/8/bwww1w2/6b1/3b1w2/8/3b2b1 b,"(5, 4)",-100,-1
8/8/2w5/2b5/8/8/4wb2/b7 w,"(3, 4)",0
8/8/2w5/2b5/8/8/4wb2/b7 b,"(3, 5)",0
8/8/2w5/2b1b3/2w5/8/4wb2/b7 w,"(5, 4)",0
8/8/2w5/2b1b3/2w5/8/4wb2/b7 b,"(5, 5)",0
8/8/2w5/2bbb3/2w1w3/8/4wb2/b7 w,"(4, 4)",50
8/8/2w5/2bbb3/2w1w3/8/4wb2/b7 b,"(2, 4)",-50
8/8/2w5/1wbbb3/2w1w3/3b4/4wb2/b7 w,"(4, 6)",50
8/8/2w5/1wbbb3/2w1w3/3b4/4wb2/b7 b,"(4, 3)",50
8/8/2ww4/1wbbbb2/2w1w3/3b4/4wb2/b7 w,"(6, 4)",100,1
8/6b1/8/8/7w/5b2/8/8 b,"(3, 4)",0
8/6b1/8/2w5/2b4w/5b2/8/8 w,"(3, 5)",0
8/6b1/8/2w5/2b4w/5b2/8/8 b,"(5, 4)",0
8/6b1/3b4/2w1w3/2b4w/5b2/8/8 w,"(4, 3)",0
8/6b1/3b4/2w1w3/2b4w/5b2/8/8 b,"(4, 4)",-50
8/6b1/3b4/1bwww3/2b4w/5b2/8/8 w,"(2, 4)",-50
8/6b1/3b4/1bwww3/2b4w/5b2/8/8 b,"(6, 4)",-100,-1
6w1/5b2/5bb1/5b2/1bww4/1wb1w2b/w1w3bb/1w1w3b b,"(1, 5)",-100,-1
2bbwbww/2wb3w/1b1bb2b/w4wbb/2w2b2/2b2w1w/2ww3w/b1b1w1b1 b,"(3, 3)",-50
2bbwbww/2wb3w/1bwbb2b/w1b2wbb/2w2b2/2b2w1w/2ww3w/b1b1w1b1 w,"(3, 4)",50
2bbwbww/2wb3w/1bwbb2b/w1b2wbb/2w2b2/2b2w1w/2ww3w/b1b1w1b1 b,"(4, 4)",-50
2bbwbww/2wbb2w/1bwbb2b/w1bw1wbb/2w2b2/2b2w1w/2ww3w/b1b1w1b1 w,"(5, 2)",100,1
bbb1bw2/w1b5/w1wbw3/wb2wwb1/b7/bwb3b1/1b1b2w1/ww1wbwwb w,"(1, 5)",50
bbb1bw2/w1b5/w1wbw3/wb2wwb1/b7/bwb3b1/1b1b2w1/ww1wbwwb b,"(2, 5)",-50
bbb1bw2/w1b5/w1wbw3/wb2wwb1/bw6/bwb3b1/1b1b2w1/wwbwbwwb w,"(3, 8)",50
bbb1bw2/w1b5/w1wbw3/wb2wwb1/bw6/bwb3b1/1b1b2w1/wwbwbwwb b,"(5, 5)",-50
bbbbbw2/w1b5/w1wbw3/wb2wwb1/bw2w3/bwb3b1/1b1b2w1/wwbwbwwb w,"(4, 1)",100,1
4ww1b/wb3w2/1bwb1b2/1bw1b1wb/4b1w1/3w2w1/1wwb4/bb2b3 b,"(2, 1)",-50
1w2ww1b/wb3w2/1bwb1b2/1bw1b1wb/1b2b1w1/3w2w1/1wwb4/bb2b3 w,"(2, 5)",100,1
1b2w1b1/1bb5/3bww2/1bbwb3/1ww2w2/4b3/bw2w1w1/1b1w2b1 w,"(2, 1)",100,1
8/8/8/2b5/8/8/8/8 w,"(3, 4)",0
8/8/8/2b5/8/8/8/8 b,"(4, 5)",0
8/8/8/2bb4/3w4/8/8/8 w,"(4, 4)",0
8/8/8/2bb4/3w4/8/8/8 b,"(4, 6)",0
8/8/8/2bbb3/3w4/3w4/8/8 w,"(5, 4)",50
8/8/8/2bbb3/3w4/3w4/8/8 b,"(2, 4)",50
8/8/8/1wbbbb2/3w4/3w4/8/8 w,"(6, 4)",100,1
bwb1w2w/w2w1b2/b1b1bw1w/1b2bw2/4bbw1/1b4b1/2bww1ww/4b1wb b,"(4, 3)",-50
bwb1w2w/w2wbb2/b1bwbw1w/1b2bw2/4bbw1/1b4b1/2bww1ww/4b1wb w,"(5, 2)",100,1
7w/b3w1b1/w2w2b1/4bb2/2bw3w/1w5b/bbw1bww1/1b6 b,"(4, 4)",-50
7w/b2bw1b1/w2w2b1/3wbb2/2bw3w/1w5b/bbw1bww1/1b6 w,"(4, 2)",-50
7w/b2bw1b1/w2w2b1/3wbb2/2bw3w/1w5b/bbw1bww1/1b6 b,"(4, 6)",-100,-1
w2b3b/8/6w1/6w1/4b3/8/2w5/1bb5 w,"(5, 5)",0
w2b3b/8/6w1/6w1/4b3/8/2w5/1bb5 b,"(3, 5)",0
w2b3b/8/6w1/4b1w1/2w1b3/8/2w5/1bb5 w,"(5, 4)",0
w2b3b/8/6w1/4b1w1/2w1b3/8/2w5/1bb5 b,"(3, 4)",-50
w2b3b/8/6w1/2w1b1w1/2w1b3/2b5/2w5/1bb5 w,"(3, 6)",0
w2b3b/8/6w1/2w1b1w1/2w1b3/2b5/2w5/1bb5 b,"(5, 3)",0
w2b3b/8/4w1w1/2wbb1w1/2w1b3/2b5/2w5/1bb5 w,"(4, 4)",0
w2b3b/8/4w1w1/2wbb1w1/2w1b3/2b5/2w5/1bb5 b,"(4, 6)",0
w2b3b/8/4w1w1/2wbb1w1/2wbb3/2bw4/2w5/1bb5 w,"(4, 5)",50
w2b3b/8/4w1w1/2wbb1w1/2wbb3/2bw4/2w5/1bb5 b,"(2, 7)",50
w2b3b/8/4wbw1/2wbb1w1/2wbb3/2bw4/1ww5/1bb5 w,"(6, 3)",100,1
w2b3b/w2w1bw1/2bb1b2/1w1w2b1/b4www/bbw1b1w1/b1w3b1/1w3wbb b,"(1, 4)",-50
w2b3b/w2w1bw1/b1bb1b2/ww1w2b1/b4www/bbw1b1w1/b1w3b1/1w3wbb w,"(1, 3)",50
